"word_lex_0";"word_form_0";"word_gramm_0";"word_pos_0";"dist_0";"word_lex_1";"word_form_1";"word_gramm_1";"word_pos_1";"freq";"freq_CI_bottom";"freq_CI_upper";"ipm";"ipm_CI_bottom";"ipm_CI_upper";"hits";"hits_CI_bottom";"hits_CI_upper"
"иоанн";"іоаннъ";"S,anim,m,nom,sg";"S";"1";"иоаннович";"іоанновичъ";"S,anim,m,nom,sg";"S";"1.4e-05";"8.339797068447322e-06";"2.350168060933203e-05";"0.11700878228458413";"0.06970210710568327";"0.19642164498136883";"45.571512";"27.146940155879427";"76.50050856488157"
"описание";"описание";"S,inan,n,nom,sg";"S";"1";"санкт-петербург";"санктпетербурга";"S,gen,inan,m,sg,topon";"S";"1.4e-05";"8.339797068447322e-06";"2.350168060933203e-05";"0.11700878228458413";"0.06970210710568327";"0.19642164498136883";"45.571512";"27.146940155879427";"76.50050856488157"
"особенность";"особенности";"S,f,inan,nom,pl";"S";"1";"пдд";"пдд";"S,abbr";"S";"1.4e-05";"8.339797068447322e-06";"2.350168060933203e-05";"0.11700878228458413";"0.06970210710568327";"0.19642164498136883";"45.571512";"27.146940155879427";"76.50050856488157"
"пластинка";"пластинка";"S,f,inan,nom,sg";"S";"1";"самец";"самца";"S,anim,gen,m,sg";"S";"1.4e-05";"8.339797068447322e-06";"2.350168060933203e-05";"0.11700878228458413";"0.06970210710568327";"0.19642164498136883";"45.571512";"27.146940155879427";"76.50050856488157"
"автор";"автор";"S,anim,m,nom,sg";"S";"1";"поэма";"поэмы";"S,f,gen,inan,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"батюшка";"батюшки";"S,anim,m,nom,pl";"S";"1";"свет";"светы";"S,anim,m,nom,pl";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"большинство";"большинство";"S,inan,n,nom,sg";"S";"1";"дом";"домов";"S,gen,inan,m,pl";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"большинство";"большинство";"S,inan,n,nom,sg";"S";"1";"предприятие";"предприятий";"S,gen,inan,n,pl";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"большинство";"большинство";"S,inan,n,nom,sg";"S";"1";"представитель";"представителей";"S,anim,gen,m,pl";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"большинство";"большинство";"S,inan,n,nom,sg";"S";"1";"ребята";"ребят";"S,anim,gen,n,pl";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"будущее";"будущее";"S,inan,n,nom,sg";"S";"1";"страна";"страны";"S,f,gen,inan,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"бутылка";"бутылка";"S,f,inan,nom,sg";"S";"1";"коньяк";"коньяку";"S,gen2,inan,m,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"вашингтон";"вашингтон";"S,inan,m,nom,sg,topon";"S";"1";"пост";"пост";"S,inan,m,nom,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"вес";"вес";"S,inan,m,nom,sg";"S";"1";"машина";"машины";"S,f,gen,inan,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"вице-президент";"вице-президент";"S,anim,m,nom,sg";"S";"1";"компания";"компании";"S,f,gen,inan,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"водитель";"водитель";"S,anim,m,nom,sg";"S";"1";"машина";"машины";"S,f,gen,inan,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"вождь";"вождь";"S,anim,m,nom,sg";"S";"1";"народ";"народов";"S,gen,inan,m,pl";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"воздух";"воздух";"S,inan,m,nom,sg";"S";"1";"вода";"вода";"S,f,inan,nom,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"волос";"волосы";"S,inan,m,nom,pl";"S";"1";"цвет";"цвета";"S,gen,inan,m,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
